日付,始値,高値,安値,終値,出来高,調整後終値,Unnamed: 7
2013年11月8日,14320,14400,14300,14350,553710,14350,nan
2013年11月11日,14570,14590,14480,14540,501762,14540,nan
2013年11月12日,14560,14860,14560,14850,921250,14850,nan
2013年11月13日,14800,14880,14770,14850,627906,14850,nan
2013年11月14日,14950,15260,14930,15150,2022252,15150,nan
2013年11月15日,15340,15500,15280,15460,1563935,15460,nan
2013年11月18日,15540,15570,15390,15460,1170143,15460,nan
2013年11月19日,15410,15460,15300,15420,753779,15420,nan
2013年11月20日,15460,15510,15360,15370,548282,15370,nan
2013年11月21日,15470,15680,15450,15670,1463393,15670,nan
2013年11月22日,15830,15880,15600,15680,1352689,15680,nan
2013年11月25日,15830,15930,15760,15920,1021849,15920,nan
2013年11月26日,15800,15880,15760,15830,650620,15830,nan
2013年11月27日,15720,15820,15710,15750,478237,15750,nan
2013年11月28日,15920,16020,15910,16020,991199,16020,nan
2013年11月29日,15950,16030,15800,15950,806242,15950,nan
2013年12月2日,15950,16000,15870,15950,579514,15950,nan
2013年12月3日,16050,16100,15960,16050,821027,16050,nan
2013年12月4日,15780,15880,15610,15720,1703889,15720,nan
2013年12月5日,15660,15730,15420,15470,952581,15470,nan
2013年12月6日,15400,15630,15390,15590,854377,15590,nan
2013年12月9日,15900,15940,15850,15940,1003347,15940,nan
2013年12月10日,15920,15930,15850,15900,472185,15900,nan
2013年12月11日,15790,15860,15670,15820,631626,15820,nan
2013年12月12日,15640,15670,15540,15640,884243,15640,nan
2013年12月13日,15760,15840,15540,15720,1072275,15720,nan
2013年12月16日,15710,15710,15430,15450,1391827,15450,nan
2013年12月17日,15580,15620,15540,15570,371201,15570,nan
2013年12月18日,15540,15890,15540,15860,1036256,15860,nan
2013年12月19日,16130,16200,16090,16150,2174381,16150,nan
2013年12月20日,16050,16170,16030,16170,1183055,16170,nan
2013年12月24日,16270,16330,16150,16180,1213187,16180,nan
2013年12月25日,16140,16320,16140,16320,607020,16320,nan
2013年12月26日,16390,16500,16380,16490,843997,16490,nan
2013年12月27日,16510,16540,16370,16510,698823,16510,nan
2013年12月30日,16590,16650,16490,16620,1149884,16620,nan
2014年1月6日,16420,16460,16170,16220,2224096,16220,nan
2014年1月7日,16130,16260,16080,16140,810894,16140,nan
2014年1月8日,16270,16440,16230,16440,564999,16440,nan
2014年1月9日,16300,16310,16150,16200,1059178,16200,nan
2014年1月10日,16160,16250,16070,16230,1111422,16230,nan
2014年1月14日,15850,15900,15690,15730,2241544,15730,nan
2014年1月15日,16000,16110,15950,16110,663793,16110,nan
2014年1月16日,16150,16260,16030,16080,603249,16080,nan
2014年1月17日,15980,16100,15930,16050,347985,16050,nan
2014年1月20日,16030,16040,15880,15960,510982,15960,nan
2014年1月21日,16020,16220,16020,16110,411534,16110,nan
2014年1月22日,16060,16190,15950,16140,584734,16140,nan
2014年1月23日,16220,16280,16000,16020,646768,16020,nan
2014年1月24日,15770,15800,15580,15680,1699650,15680,nan
2014年1月27日,15270,15380,15220,15300,1422820,15300,nan
2014年1月28日,15330,15400,15260,15320,546055,15320,nan
2014年1月29日,15510,15690,15500,15670,565561,15670,nan
2014年1月30日,15330,15340,15150,15310,1076824,15310,nan
2014年1月31日,15450,15460,15060,15200,884827,15200,nan
2014年2月3日,15070,15150,14910,14920,863721,14920,nan
2014年2月4日,14510,14600,14300,14320,1943800,14320,nan
2014年2月5日,14570,14590,14270,14470,995894,14470,nan
2014年2月6日,14530,14590,14440,14440,491238,14440,nan
2014年2月7日,14690,14760,14650,14760,577394,14760,nan
2014年2月10日,14980,15020,14860,15010,651142,15010,nan
2014年2月12日,15150,15170,15060,15080,829893,15080,nan
2014年2月13日,15070,15070,14760,14830,731264,14830,nan
2014年2月14日,14830,14970,14520,14600,775442,14600,nan
2014年2月17日,14630,14710,14470,14660,728036,14660,nan
2014年2月18日,14790,15200,14740,15130,962293,15130,nan
2014年2月19日,14990,15100,14960,15070,349190,15070,nan
2014年2月20日,14980,15030,14710,14740,672793,14740,nan
2014年2月21日,14890,15190,14890,15150,844765,15150,nan
2014年2月24日,15080,15280,14950,15120,780269,15120,nan
2014年2月25日,15260,15390,15240,15340,846849,15340,nan
2014年2月26日,15200,15390,15190,15280,622982,15280,nan
2014年2月27日,15220,15320,15140,15230,345833,15230,nan
2014年2月28日,15220,15250,15030,15150,505995,15150,nan
2014年3月3日,14950,14980,14740,14930,710590,14930,nan
2014年3月4日,14830,15040,14820,15010,465250,15010,nan
2014年3月5日,15220,15300,15200,15220,385070,15220,nan
2014年3月6日,15240,15510,15170,15440,739077,15440,nan
2014年3月7日,15590,15620,15450,15580,636879,15580,nan
2014年3月10日,15500,15580,15390,15430,375583,15430,nan
2014年3月11日,15490,15560,15430,15540,358910,15540,nan
2014年3月12日,15300,15320,15130,15150,856546,15150,nan
2014年3月13日,15150,15220,15090,15130,349357,15130,nan
2014年3月14日,14770,14780,14570,14630,1054198,14630,nan
2014年3月17日,14570,14670,14510,14590,876799,14590,nan
2014年3月18日,14830,14850,14700,14730,405550,14730,nan
2014年3月19日,14800,14970,14590,14760,585506,14760,nan
2014年3月20日,14850,14850,14500,14570,781632,14570,nan
2014年3月24日,14560,14810,14560,14780,583685,14780,nan
2014年3月25日,14660,14830,14600,14720,301546,14720,nan
2014年3月26日,14790,14860,14690,14760,291263,14760,nan
2014年3月27日,14650,15070,14620,15030,766349,15030,nan
2014年3月28日,14950,15120,14920,15100,357729,15100,nan
2014年3月31日,15240,15250,15120,15210,480896,15210,nan
2014年4月1日,15230,15270,15150,15190,337162,15190,nan
2014年4月2日,15290,15490,15290,15350,768454,15350,nan
2014年4月3日,15420,15590,15390,15470,858051,15470,nan
2014年4月4日,15400,15510,15400,15480,375929,15480,nan
2014年4月7日,15270,15310,15180,15210,568843,15210,nan
2014年4月8日,15130,15150,15000,15030,480177,15030,nan
2014年4月9日,14850,14910,14680,14720,1289902,14720,nan
2014年4月10日,14900,14920,14630,14720,705894,14720,nan
2014年4月11日,14310,14420,14260,14340,1514289,14340,nan
2014年4月14日,14260,14400,14260,14320,495009,14320,nan
2014年4月15日,14480,14500,14350,14400,493105,14400,nan
2014年4月16日,14560,14800,14540,14800,627464,14800,nan
2014年4月17日,14790,14900,14740,14820,455854,14820,nan
2014年4月18日,14880,14930,14840,14900,272071,14900,nan
2014年4月21日,14930,15050,14900,14900,425733,14900,nan
2014年4月22日,14980,15000,14770,14770,338184,14770,nan
2014年4月23日,14890,14950,14850,14950,313654,14950,nan
2014年4月24日,14950,14960,14760,14810,269271,14810,nan
2014年4月25日,14760,14960,14710,14850,482973,14850,nan
2014年4月28日,14670,14720,14600,14680,322499,14680,nan
2014年4月30日,14820,14820,14660,14680,323994,14680,nan
2014年5月1日,14730,14880,14730,14880,372540,14880,nan
2014年5月2日,14840,14870,14800,14850,206183,14850,nan
2014年5月7日,14670,14680,14440,14450,1189800,14450,nan
2014年5月8日,14550,14650,14490,14560,376329,14560,nan
2014年5月9日,14500,14670,14480,14600,418113,14600,nan
2014年5月12日,14580,14630,14520,14540,236519,14540,nan
2014年5月13日,14770,14860,14770,14820,632819,14820,nan
2014年5月14日,14790,14820,14740,14810,303302,14810,nan
2014年5月15日,14670,14710,14580,14680,332319,14680,nan
2014年5月16日,14480,14500,14400,14500,744611,14500,nan
2014年5月19日,14540,14560,14380,14410,452312,14410,nan
2014年5月20日,14490,14540,14430,14460,248875,14460,nan
2014年5月21日,14370,14450,14350,14440,465507,14440,nan
2014年5月22日,14570,14770,14530,14730,843578,14730,nan
2014年5月23日,14780,14920,14780,14850,643244,14850,nan
2014年5月26日,14970,15000,14920,14980,458490,14980,nan
2014年5月27日,14980,15140,14980,15030,863721,15030,nan
2014年5月28日,15030,15120,15000,15080,368194,15080,nan
2014年5月29日,14990,15120,14970,15080,415686,15080,nan
2014年5月30日,15110,15150,14980,15030,461197,15030,nan
2014年6月2日,15190,15380,15170,15330,790853,15330,nan
2014年6月3日,15470,15500,15430,15440,927596,15440,nan
2014年6月4日,15500,15500,15390,15460,569001,15460,nan
2014年6月5日,15520,15560,15420,15500,588161,15500,nan
2014年6月6日,15530,15550,15450,15480,592321,15480,nan
2014年6月9日,15600,15630,15530,15530,564599,15530,nan
2014年6月10日,15540,15600,15370,15390,651843,15390,nan
2014年6月11日,15400,15490,15400,15480,333923,15480,nan
2014年6月12日,15350,15400,15260,15380,517300,15380,nan
2014年6月13日,15250,15540,15220,15500,598807,15500,nan
2014年6月16日,15460,15470,15270,15360,455136,15360,nan
2014年6月17日,15380,15430,15360,15380,187740,15380,nan
2014年6月18日,15410,15560,15410,15540,337733,15540,nan
2014年6月19日,15560,15790,15550,15780,1092570,15780,nan
2014年6月20日,15750,15840,15720,15750,566507,15750,nan
2014年6月23日,15830,15870,15750,15790,870228,15790,nan
2014年6月24日,15730,15850,15670,15790,576890,15790,nan
2014年6月25日,15710,15770,15680,15680,457185,15680,nan
2014年6月26日,15760,15770,15700,15740,269332,15740,nan
2014年6月27日,15730,15730,15450,15530,791117,15530,nan
2014年6月30日,15580,15610,15470,15580,332433,15580,nan
2014年7月1日,15610,15820,15570,15750,495140,15750,nan
2014年7月2日,15830,15870,15780,15790,524266,15790,nan
2014年7月3日,15840,15850,15750,15790,475118,15790,nan
2014年7月4日,15750,15760,15650,15690,617991,15690,nan
2014年7月7日,15680,15720,15620,15620,213628,15620,nan
2014年7月8日,15540,15640,15460,15560,738973,15560,nan
2014年7月9日,15420,15540,15420,15540,292333,15540,nan
2014年7月10日,15540,15570,15450,15470,167321,15470,nan
2014年7月11日,15350,15440,15330,15400,270487,15400,nan
2014年7月14日,15420,15570,15420,15540,147390,15540,nan
2014年7月15日,15580,15670,15580,15630,320273,15630,nan
2014年7月16日,15600,15660,15590,15610,162956,15610,nan
2014年7月17日,15660,15700,15580,15600,263336,15600,nan
2014年7月18日,15400,15450,15340,15450,501796,15450,nan
2014年7月22日,15520,15620,15510,15560,479833,15560,nan
2014年7月23日,15590,15610,15540,15560,123437,15560,nan
2014年7月24日,15570,15610,15460,15500,272998,15500,nan
2014年7月25日,15580,15690,15570,15690,383750,15690,nan
2014年7月28日,15650,15790,15650,15770,677083,15770,nan
2014年7月29日,15800,15870,15790,15870,667498,15870,nan
2014年7月30日,15880,15910,15820,15870,431733,15870,nan
2014年7月31日,15990,16000,15850,15850,800670,15850,nan
2014年8月1日,15720,15840,15720,15770,541126,15770,nan
2014年8月4日,15710,15770,15670,15700,383824,15700,nan
2014年8月5日,15740,15740,15540,15570,454858,15570,nan
2014年8月6日,15500,15500,15350,15410,726212,15410,nan
2014年8月7日,15380,15480,15290,15470,529455,15470,nan
2014年8月8日,15270,15300,14980,15010,1638036,15010,nan
2014年8月11日,15310,15390,15200,15350,777514,15350,nan
2014年8月12日,15380,15470,15360,15400,344738,15400,nan
2014年8月13日,15360,15470,15330,15450,186457,15450,nan
2014年8月14日,15510,15570,15500,15530,355054,15530,nan
2014年8月15日,15530,15560,15500,15550,413305,15550,nan
2014年8月18日,15580,15590,15530,15550,283953,15550,nan
2014年8月19日,15680,15710,15650,15690,348464,15690,nan
2014年8月20日,15720,15730,15660,15680,467915,15680,nan
2014年8月21日,15750,15840,15750,15810,883130,15810,nan
2014年8月22日,15850,15860,15760,15780,681523,15780,nan
2014年8月25日,15830,15860,15780,15840,390804,15840,nan
2014年8月26日,15830,15840,15750,15750,425345,15750,nan
2014年8月27日,15780,15830,15710,15770,342853,15770,nan
2014年8月28日,15720,15720,15660,15700,386746,15700,nan
2014年8月29日,15650,15680,15590,15670,500457,15670,nan
2014年9月1日,15690,15720,15680,15720,152896,15720,nan
2014年9月2日,15770,15980,15750,15900,884522,15900,nan
2014年9月3日,16010,16070,15960,15970,1026467,15970,nan
2014年9月4日,15950,15980,15900,15920,248699,15920,nan
2014年9月5日,16040,16050,15880,15910,304748,15910,nan
2014年9月8日,15970,15980,15900,15930,217438,15930,nan
2014年9月9日,16040,16050,15970,15990,269039,15990,nan
2014年9月10日,15910,16040,15900,16030,268919,16030,nan
2014年9月11日,16120,16170,16090,16140,832806,16140,nan
2014年9月12日,16180,16230,16060,16180,1008555,16180,nan
2014年9月16日,16160,16180,16110,16150,427341,16150,nan
2014年9月17日,16200,16210,16130,16130,252172,16130,nan
2014年9月18日,16260,16350,16240,16320,1193877,16320,nan
2014年9月19日,16420,16610,16410,16560,1518643,16560,nan
2014年9月22日,16500,16540,16400,16460,380511,16460,nan
2014年9月24日,16320,16460,16320,16420,437619,16420,nan
2014年9月25日,16580,16610,16550,16610,531374,16610,nan
2014年9月26日,16430,16600,16420,16590,508720,16590,nan
2014年9月29日,16670,16690,16610,16640,539901,16640,nan
2014年9月30日,16570,16580,16390,16510,721634,16510,nan
2014年10月1日,16500,16570,16420,16420,636488,16420,nan
2014年10月2日,16240,16270,15980,16020,1638036,16020,nan
2014年10月3日,15950,16050,15900,16040,1002327,16040,nan
2014年10月6日,16220,16310,16140,16230,758467,16230,nan
2014年10月7日,16150,16250,16090,16130,618354,16130,nan
2014年10月8日,15900,15980,15850,15940,669670,15940,nan
2014年10月9日,16000,16070,15800,15820,642742,15820,nan
2014年10月10日,15630,15680,15560,15640,946641,15640,nan
2014年10月14日,15270,15430,15250,15290,989467,15290,nan
2014年10月15日,15340,15410,15230,15390,884492,15390,nan
2014年10月16日,15020,15120,14980,15060,1943368,15060,nan
2014年10月17日,15100,15150,14840,14860,1599713,14860,nan
2014年10月20日,15230,15430,15210,15430,1033084,15430,nan
2014年10月21日,15430,15430,15070,15130,1338068,15130,nan
2014年10月22日,15390,15520,15320,15500,571808,15500,nan
2014年10月23日,15430,15560,15370,15470,699006,15470,nan
2014年10月24日,15700,15700,15550,15620,683307,15620,nan
2014年10月27日,15730,15750,15650,15710,555667,15710,nan
2014年10月28日,15660,15700,15580,15640,549043,15640,nan
2014年10月29日,15730,15920,15720,15870,893654,15870,nan
2014年10月30日,15940,16030,15910,16000,591767,16000,nan
2014年10月31日,16150,16860,16150,16730,3844904,16730,nan
2014年11月4日,17130,17480,17090,17200,2991095,17200,nan
2014年11月5日,17120,17350,17120,17310,1459153,17310,nan
2014年11月6日,17360,17420,17070,17150,1366373,17150,nan
2014年11月7日,17300,17310,17180,17230,579586,17230,nan
2014年11月10日,17100,17180,17060,17130,339940,17130,nan
2014年11月11日,17220,17520,17200,17460,1252019,17460,nan
2014年11月12日,17610,17820,17520,17580,1936628,17580,nan
2014年11月13日,17540,17770,17470,17750,856721,17750,nan
2014年11月14日,17820,17870,17660,17850,864264,17850,nan
2014年11月17日,17750,17780,17240,17340,1849805,17340,nan
2014年11月18日,17560,17720,17550,17710,795464,17710,nan
2014年11月19日,17730,17840,17640,17660,601261,17660,nan
2014年11月20日,17780,17780,17630,17670,390090,17670,nan
2014年11月21日,17630,17750,17460,17730,781065,17730,nan
2014年11月25日,17850,17860,17720,17770,500369,17770,nan
2014年11月26日,17710,17800,17690,17770,360203,17770,nan
2014年11月27日,17680,17710,17570,17610,346091,17610,nan
2014年11月28日,17680,17840,17680,17810,695639,17810,nan
2014年12月1日,17820,18020,17810,17960,820210,17960,nan
2014年12月2日,17830,18060,17830,18030,459942,18030,nan
2014年12月3日,18140,18260,18070,18090,747267,18090,nan
2014年12月4日,18260,18300,18190,18250,463661,18250,nan
2014年12月5日,18200,18300,18140,18300,452459,18300,nan
2014年12月8日,18360,18410,18240,18300,714107,18300,nan
2014年12月9日,18150,18270,18140,18170,723864,18170,nan
2014年12月10日,17970,18010,17670,17790,1235777,17790,nan
2014年12月11日,17520,17650,17400,17640,759705,17640,nan
2014年12月12日,17680,17900,17650,17760,544234,17760,nan
2014年12月15日,17450,17630,17390,17470,1068376,17470,nan
2014年12月16日,17210,17250,17060,17090,1403061,17090,nan
2014年12月17日,17030,17240,17010,17190,697730,17190,nan
2014年12月18日,17570,17640,17520,17570,547620,17570,nan
2014年12月19日,17910,17980,17830,17970,1066363,17970,nan
2014年12月22日,18040,18060,17940,18000,465462,18000,nan
2014年12月24日,18210,18240,18170,18200,462694,18200,nan
2014年12月25日,18150,18200,18130,18150,198232,18150,nan
2014年12月26日,18160,18230,18150,18210,195889,18210,nan
2014年12月29日,18290,18300,17890,18130,731756,18130,nan
2014年12月30日,18100,18110,17830,17850,483939,17850,nan
2015年1月5日,17720,17930,17590,17780,727713,17780,nan
2015年1月6日,17430,17470,17250,17270,1405279,17270,nan
2015年1月7日,17140,17350,17130,17270,737548,17270,nan
2015年1月8日,17440,17630,17390,17560,607982,17560,nan
2015年1月9日,17740,17740,17510,17570,504940,17570,nan
2015年1月13日,17330,17460,17190,17440,773909,17440,nan
2015年1月14日,17320,17410,17130,17170,754296,17170,nan
2015年1月15日,17220,17510,17210,17480,785421,17480,nan
2015年1月16日,17120,17240,16950,17240,1957143,17240,nan
2015年1月19日,17390,17420,17280,17380,504886,17380,nan
2015年1月20日,17440,17740,17440,17740,646051,17740,nan
2015年1月21日,17680,17710,17560,17660,416808,17660,nan
2015年1月22日,17690,17730,17600,17700,235868,17700,nan
2015年1月23日,17900,17920,17840,17870,609569,17870,nan
2015年1月26日,17670,17860,17660,17840,219690,17840,nan
2015年1月27日,18020,18150,18010,18140,802753,18140,nan
2015年1月28日,17980,18240,17970,18190,459966,18190,nan
2015年1月29日,18010,18170,17960,17970,525366,17970,nan
2015年1月30日,18160,18190,18050,18060,520632,18060,nan
2015年2月2日,17900,18020,17850,17940,684168,17940,nan
2015年2月3日,18050,18050,17660,17720,739820,17720,nan
2015年2月4日,17960,18130,17920,18050,650867,18050,nan
2015年2月5日,17980,18010,17860,17890,533736,17890,nan
2015年2月6日,18080,18100,17990,18010,381696,18010,nan
2015年2月9日,18170,18190,18040,18100,542282,18100,nan
2015年2月10日,18020,18060,17930,18040,396116,18040,nan
2015年2月12日,18320,18390,18300,18350,1630161,18350,nan
2015年2月13日,18290,18360,18250,18310,414289,18310,nan
2015年2月16日,18400,18460,18370,18390,489702,18390,nan
2015年2月17日,18330,18400,18280,18380,323122,18380,nan
2015年2月18日,18480,18600,18470,18580,520849,18580,nan
2015年2月19日,18620,18720,18620,18650,425594,18650,nan
2015年2月20日,18710,18760,18690,18720,516544,18720,nan
2015年2月23日,18890,18910,18800,18870,563551,18870,nan
2015年2月24日,18870,19010,18830,18990,467986,18990,nan
2015年2月25日,19040,19060,18960,19000,278318,19000,nan
2015年2月26日,19000,19210,19000,19210,609106,19210,nan
2015年2月27日,19260,19280,19130,19220,363266,19220,nan
2015年3月2日,19280,19400,19190,19220,621616,19220,nan
2015年3月3日,19330,19330,19140,19230,443600,19230,nan
2015年3月4日,19130,19150,19000,19120,306481,19120,nan
2015年3月5日,19090,19180,19060,19170,339659,19170,nan
2015年3月6日,19240,19400,19230,19390,559240,19390,nan
2015年3月9日,19300,19310,19150,19220,786307,19220,nan
2015年3月10日,19320,19340,18980,19080,730024,19080,nan
2015年3月11日,18990,19250,18980,19140,526288,19140,nan
2015年3月12日,19200,19430,19180,19400,515589,19400,nan
2015年3月13日,19560,19750,19530,19680,1212897,19680,nan
2015年3月16日,19660,19780,19640,19670,434711,19670,nan
2015年3月17日,19830,19920,19800,19890,474841,19890,nan
2015年3月18日,19850,20000,19820,19990,451918,19990,nan
2015年3月19日,19930,20000,19740,19930,754173,19930,nan
2015年3月20日,19940,20000,19840,20000,474393,20000,nan
2015年3月23日,20090,20220,20070,20210,379955,20210,nan
2015年3月24日,20160,20210,20080,20160,381376,20160,nan
2015年3月25日,20170,20220,19970,20200,410174,20200,nan
2015年3月26日,20060,20070,19830,19910,718121,19910,nan
2015年3月27日,19920,20150,19620,19820,981565,19820,nan
2015年3月30日,19830,20020,19760,19960,430275,19960,nan
2015年3月31日,20130,20150,19800,19810,493713,19810,nan
2015年4月1日,19720,19740,19450,19590,1582151,19590,nan
2015年4月2日,19650,19960,19640,19840,818907,19840,nan
2015年4月3日,19850,19970,19830,19970,386648,19970,nan
2015年4月6日,19820,19970,19770,19920,314569,19920,nan
2015年4月7日,20070,20220,20040,20170,825248,20170,nan
2015年4月8日,20270,20400,20230,20330,840757,20330,nan
2015年4月9日,20390,20500,20370,20470,543950,20470,nan
2015年4月10日,20540,20560,20390,20490,704507,20490,nan
2015年4月13日,20510,20540,20370,20460,280818,20460,nan
2015年4月14日,20370,20480,20370,20450,248581,20450,nan
2015年4月15日,20400,20470,20380,20410,341124,20410,nan
2015年4月16日,20400,20450,20290,20430,461289,20430,nan
2015年4月17日,20360,20370,20190,20220,566740,20220,nan
2015年4月20日,20090,20280,20030,20170,356353,20170,nan
2015年4月21日,20270,20460,20230,20460,465474,20460,nan
2015年4月22日,20550,20700,20530,20680,778851,20680,nan
2015年4月23日,20780,20810,20680,20760,407605,20760,nan
2015年4月24日,20680,20700,20560,20580,362832,20580,nan
2015年4月27日,20620,20620,20450,20530,345968,20530,nan
2015年4月28日,20650,20700,20590,20630,320064,20630,nan
2015年4月30日,20350,20360,20060,20100,1481651,20100,nan
2015年5月1日,20090,20120,19960,20080,563265,20080,nan
2015年5月7日,19920,20020,19820,19860,724603,19860,nan
2015年5月8日,19930,20020,19860,19970,393214,19970,nan
2015年5月11日,20220,20250,20150,20190,325895,20190,nan
2015年5月12日,20160,20200,20030,20180,356749,20180,nan
2015年5月13日,20130,20360,20060,20320,722548,20320,nan
2015年5月14日,20220,20290,20120,20150,311574,20150,nan
2015年5月15日,20280,20320,20190,20260,237398,20260,nan
2015年5月18日,20310,20460,20310,20450,288405,20450,nan
2015年5月19日,20550,20670,20510,20610,622640,20610,nan
2015年5月20日,20740,20860,20730,20780,667085,20780,nan
2015年5月21日,20800,20910,20750,20750,394677,20750,nan
2015年5月22日,20800,20870,20700,20850,245041,20850,nan
2015年5月25日,20920,21010,20900,20980,355693,20980,nan
2015年5月26日,21010,21050,20970,21050,428220,21050,nan
2015年5月27日,20950,21100,20940,21050,587789,21050,nan
2015年5月28日,21180,21250,21060,21140,577638,21140,nan
2015年5月29日,21090,21240,21080,21170,313110,21170,nan
2015年6月1日,21050,21190,20990,21160,382445,21160,nan
2015年6月2日,21190,21220,21050,21130,314707,21130,nan
2015年6月3日,21010,21100,20980,21060,386311,21060,nan
2015年6月4日,21160,21160,21020,21050,254365,21050,nan
2015年6月5日,21000,21070,20950,21050,241326,21050,nan
2015年6月8日,21130,21150,20950,21040,258575,21040,nan
2015年6月9日,20900,20930,20690,20710,1268632,20710,nan
2015年6月10日,20720,20850,20600,20630,817829,20630,nan
2015年6月11日,20760,20960,20760,20960,413144,20960,nan
2015年6月12日,21020,21030,20920,20990,294408,20990,nan
2015年6月15日,20800,20990,20800,20960,237942,20960,nan
2015年6月16日,20910,20950,20810,20850,217707,20850,nan
2015年6月17日,20890,20910,20710,20800,380800,20800,nan
2015年6月18日,20770,20790,20570,20580,698708,20580,nan
2015年6月19日,20740,20780,20650,20750,323549,20750,nan
2015年6月22日,20740,21020,20740,21010,356377,21010,nan
2015年6月23日,21120,21390,21120,21390,970397,21390,nan
2015年6月24日,21480,21560,21430,21480,732499,21480,nan
2015年6月25日,21380,21460,21350,21380,521218,21380,nan
2015年6月26日,21370,21400,21260,21320,362996,21320,nan
2015年6月29日,20770,20960,20680,20730,883900,20730,nan
2015年6月30日,20750,20860,20710,20850,426639,20850,nan
2015年7月1日,20910,20960,20850,20940,321558,20940,nan
2015年7月2日,21170,21220,21090,21130,319824,21130,nan
2015年7月3日,21080,21180,21040,21150,343372,21150,nan
2015年7月6日,20560,20700,20390,20560,1293968,20560,nan
2015年7月7日,20760,20810,20730,20760,346922,20760,nan
2015年7月8日,20660,20690,20140,20140,1354203,20140,nan
2015年7月9日,19790,20210,19470,20210,1592894,20210,nan
2015年7月10日,20190,20350,20070,20170,1019773,20170,nan
2015年7月13日,20320,20500,20280,20460,688913,20460,nan
2015年7月14日,20740,20810,20690,20730,866919,20730,nan
2015年7月15日,20830,20860,20770,20830,552699,20830,nan
2015年7月16日,20960,20980,20890,20970,532356,20970,nan
2015年7月17日,21030,21030,20980,21010,366513,21010,nan
2015年7月21日,21120,21220,21090,21200,654336,21200,nan
2015年7月22日,21000,21040,20940,20970,304464,20970,nan
2015年7月23日,21040,21070,21020,21030,140584,21030,nan
2015年7月24日,20960,21000,20890,20900,219927,20900,nan
2015年7月27日,20740,20860,20640,20730,345556,20730,nan
2015年7月28日,20520,20800,20430,20710,444497,20710,nan
2015年7月29日,20680,20700,20570,20650,212792,20650,nan
2015年7月30日,20820,20950,20820,20900,325438,20900,nan
2015年7月31日,20870,20940,20830,20930,387388,20930,nan
2015年8月3日,20890,20920,20760,20900,165802,20900,nan
2015年8月4日,20800,20910,20800,20860,366901,20860,nan
2015年8月5日,20850,21080,20830,20990,299331,20990,nan
2015年8月6日,21130,21180,21020,21020,642037,21020,nan
2015年8月7日,21000,21110,20930,21090,202881,21090,nan
2015年8月10日,20990,21170,20970,21150,257453,21150,nan
2015年8月11日,21260,21310,20930,21080,680801,21080,nan
2015年8月12日,21000,21060,20650,20760,1031936,20760,nan
2015年8月13日,20760,21000,20650,20960,646546,20960,nan
2015年8月14日,20870,20970,20840,20890,182276,20890,nan
2015年8月17日,20950,21040,20890,20970,109026,20970,nan
2015年8月18日,21000,21030,20910,20910,112131,20910,nan
2015年8月19日,20850,20880,20570,20580,422832,20580,nan
2015年8月20日,20570,20620,20400,20410,733287,20410,nan
2015年8月21日,20010,20080,19790,19820,2141854,19820,nan
2015年8月24日,19420,19470,18830,18940,1935480,18940,nan
2015年8月25日,18320,19190,18080,18180,2199094,18180,nan
2015年8月26日,18150,18780,18060,18710,1811029,18710,nan
2015年8月27日,19060,19160,18830,18900,748852,18900,nan
2015年8月28日,19360,19560,19290,19480,637365,19480,nan
2015年8月31日,19370,19380,19100,19230,711692,19230,nan
2015年9月1日,19090,19120,18550,18560,1130322,18560,nan
2015年9月2日,18230,18830,18180,18450,1312709,18450,nan
2015年9月3日,18730,18830,18510,18530,431611,18530,nan
2015年9月4日,18620,18650,17920,18130,1480695,18130,nan
2015年9月7日,18010,18350,17800,18190,683627,18190,nan
2015年9月8日,18260,18310,17740,17740,823211,17740,nan
2015年9月9日,18350,19070,18320,19050,1407670,19050,nan
2015年9月10日,18440,18650,18270,18640,694587,18640,nan
2015年9月11日,18430,18690,18420,18600,443162,18600,nan
2015年9月14日,18690,18690,18230,18310,399828,18310,nan
2015年9月15日,18410,18660,18300,18340,492732,18340,nan
2015年9月16日,18580,18640,18430,18530,506139,18530,nan
2015年9月17日,18720,18810,18630,18760,280272,18760,nan
2015年9月18日,18630,18630,18390,18460,542289,18460,nan
2015年9月24日,18060,18160,17930,17940,544083,17940,nan
2015年9月25日,17940,18200,17810,18200,748839,18200,nan
2015年9月28日,18250,18280,17990,18130,401323,18130,nan
2015年9月29日,17820,17820,17330,17370,1788290,17370,nan
2015年9月30日,17660,17890,17600,17770,826580,17770,nan
2015年10月1日,17930,18270,17820,18170,576376,18170,nan
2015年10月2日,18010,18210,17960,18160,280976,18160,nan
2015年10月5日,18380,18520,18310,18450,403804,18450,nan
2015年10月6日,18800,18820,18540,18560,459366,18560,nan
2015年10月7日,18610,18820,18480,18800,439977,18800,nan
2015年10月8日,18750,18860,18570,18590,394008,18590,nan
2015年10月9日,18630,18900,18630,18870,401359,18870,nan
2015年10月13日,18780,18820,18680,18730,364992,18730,nan
2015年10月14日,18570,18580,18280,18350,513017,18350,nan
2015年10月15日,18250,18630,18190,18510,384708,18510,nan
2015年10月16日,18730,18850,18680,18730,322848,18730,nan
2015年10月19日,18750,18770,18530,18610,542868,18610,nan
2015年10月20日,18710,18720,18600,18660,149799,18660,nan
2015年10月21日,18630,19070,18620,19000,390895,19000,nan
2015年10月22日,18870,19030,18820,18900,230922,18900,nan
2015年10月23日,19300,19380,19270,19300,947623,19300,nan
